date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
08:16:49	141693/141693	---M-Z	200	added ('OK')	text/html	etag:%2229-1749493589;gz%22	https://www.henpresscare.com/	C:/My%20Web%20Sites/hen1/www.henpresscare.com/index.html	(from )
08:16:49	113/113	---M-Z	200	added ('OK')	text/plain	etag:%2228-1749493588;gz%22	https://www.henpresscare.com/robots.txt		(from )
08:16:52	89348/89348	---MCZ	200	added ('OK')	application/json	date:Wed,%2011%20Jun%202025%2007:16:51%20GMT	https://www.henpresscare.com/wp-json/wp/v2/pages/9	C:/My%20Web%20Sites/hen1/www.henpresscare.com/wp-json/wp/v2/pages/9.json	(from https://www.henpresscare.com/)
08:16:52	1423128/1423128	---MCZ	200	added ('OK')	text/css	date:Tue,%2003%20Jun%202025%2014:38:07%20GMT	https://www.henpresscare.com/wp-content/litespeed/css/bd3aeb8f8ebc1f3865c722c32d89bb98.css?ver=8427e	C:/My%20Web%20Sites/hen1/www.henpresscare.com/wp-content/litespeed/css/bd3aeb8f8ebc1f3865c722c32d89bb988e69.css	(from https://www.henpresscare.com/)
08:16:53	2050/2050	---M-Z	200	added ('OK')	application/rss+xml	etag:%22a096ecddf084fa03808de4f3a7671710%22	https://www.henpresscare.com/feed/	C:/My%20Web%20Sites/hen1/www.henpresscare.com/feed/index.html	(from https://www.henpresscare.com/)
08:16:53	787/787	---M--	403	error ('Forbidden')	text/html	date:Wed,%2011%20Jun%202025%2007:16:53%20GMT	https://www.henpresscare.com/xmlrpc.php?rsd	C:/My%20Web%20Sites/hen1/www.henpresscare.com/xmlrpc0db0.php	(from https://www.henpresscare.com/)
08:16:53	766/766	---M-Z	200	added ('OK')	application/rss+xml	etag:%22a096ecddf084fa03808de4f3a7671710%22	https://www.henpresscare.com/comments/feed/	C:/My%20Web%20Sites/hen1/www.henpresscare.com/comments/feed/index.html	(from https://www.henpresscare.com/)
08:16:53	328395/328395	---M-Z	200	added ('OK')	application/json	etag:%2230-1749493591;gz%22	https://www.henpresscare.com/wp-json/	C:/My%20Web%20Sites/hen1/www.henpresscare.com/wp-json/index.html	(from https://www.henpresscare.com/)
08:16:53	2101/2101	---M-Z	200	added ('OK')	application/json	etag:%2231-1749493592;gz%22	https://www.henpresscare.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fwww.henpresscare.com%2F	C:/My%20Web%20Sites/hen1/www.henpresscare.com/wp-json/oembed/1.0/embed2077.json	(from https://www.henpresscare.com/)
08:16:53	2260/2260	---M-Z	200	added ('OK')	text/xml	etag:%2232-1749493593;gz%22	https://www.henpresscare.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fwww.henpresscare.com%2F&format=xml	C:/My%20Web%20Sites/hen1/www.henpresscare.com/wp-json/oembed/1.0/embedaf6d	(from https://www.henpresscare.com/)
