date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
10:05:45	124438/124438	---M-Z	200	added ('OK')	text/html	date:Fri,%2007%20Nov%202025%2009:05:43%20GMT	https://preciousadedokun.com.ng/	C:/My%20Web%20Sites/precious%20websitee/preciousadedokun.com.ng/index.html	(from )
10:05:45	138/138	---M--	200	added ('OK')	text/plain	date:Mon,%2019%20May%202025%2008:27:45%20GMT	https://preciousadedokun.com.ng/robots.txt		(from )
10:05:46	119256/119256	---M--	200	added ('OK')	image/png	date:Tue,%2005%20Aug%202025%2017:20:08%20GMT	https://preciousadedokun.com.ng/banner.png	C:/My%20Web%20Sites/precious%20websitee/preciousadedokun.com.ng/banner.png	(from https://preciousadedokun.com.ng/)
10:05:46	98255/98255	---MCZ	200	added ('OK')	text/css	etag:W/%2217fcf-nuSWzJuqrli5jn/B60bjV42vgUM%22	https://cdn.jsdelivr.net/npm/bootstrap-icons@1.11.3/font/bootstrap-icons.css	C:/My%20Web%20Sites/precious%20websitee/cdn.jsdelivr.net/npm/bootstrap-icons@1.11.3/font/bootstrap-icons.css	(from https://preciousadedokun.com.ng/)
10:05:47	43460/43460	---M-Z	200	added ('OK')	text/html	date:Fri,%2007%20Nov%202025%2009:05:46%20GMT	https://preciousadedokun.com.ng/projects	C:/My%20Web%20Sites/precious%20websitee/preciousadedokun.com.ng/projects.html	(from https://preciousadedokun.com.ng/)
10:05:50	27614/27614	---M-Z	200	added ('OK')	text/html	date:Fri,%2007%20Nov%202025%2009:05:49%20GMT	https://preciousadedokun.com.ng/contact	C:/My%20Web%20Sites/precious%20websitee/preciousadedokun.com.ng/contact.html	(from https://preciousadedokun.com.ng/)
10:05:50	1895250/1895250	---M--	200	added ('OK')	image/png	date:Sun,%2021%20Sep%202025%2020:43:09%20GMT	https://preciousadedokun.com.ng/latest_ap.png	C:/My%20Web%20Sites/precious%20websitee/preciousadedokun.com.ng/latest_ap.png	(from https://preciousadedokun.com.ng/)
10:05:50	28966/28966	---M-Z	200	added ('OK')	text/html	date:Fri,%2007%20Nov%202025%2009:05:49%20GMT	https://preciousadedokun.com.ng/github	C:/My%20Web%20Sites/precious%20websitee/preciousadedokun.com.ng/github.html	(from https://preciousadedokun.com.ng/)
10:05:51	365325/365325	---M--	200	added ('OK')	application/pdf	date:Tue,%2009%20Sep%202025%2007:27:48%20GMT	https://preciousadedokun.com.ng/resume.pdf	C:/My%20Web%20Sites/precious%20websitee/preciousadedokun.com.ng/resume.pdf	(from https://preciousadedokun.com.ng/)
10:05:52	26512/26512	---M-Z	200	added ('OK')	text/html	date:Fri,%2007%20Nov%202025%2009:05:51%20GMT	https://preciousadedokun.com.ng/about.php	C:/My%20Web%20Sites/precious%20websitee/preciousadedokun.com.ng/about.html	(from https://preciousadedokun.com.ng/)
10:05:52	32685/32685	---M--	200	added ('OK')	image/jpeg	date:Sun,%2014%20Sep%202025%2005:52:24%20GMT	https://preciousadedokun.com.ng/images/projects/proforms.jpg	C:/My%20Web%20Sites/precious%20websitee/preciousadedokun.com.ng/images/projects/proforms.jpg	(from https://preciousadedokun.com.ng/)
10:05:53	29069/29069	---M-Z	200	added ('OK')	text/html	date:Fri,%2007%20Nov%202025%2009:05:52%20GMT	https://preciousadedokun.com.ng/projects/27	C:/My%20Web%20Sites/precious%20websitee/preciousadedokun.com.ng/projects/27.html	(from https://preciousadedokun.com.ng/)
10:05:53	4379/4379	---M--	200	added ('OK')	image/jpeg	date:Sun,%2014%20Sep%202025%2005:57:35%20GMT	https://preciousadedokun.com.ng/images/projects/devbio.jpg	C:/My%20Web%20Sites/precious%20websitee/preciousadedokun.com.ng/images/projects/devbio.jpg	(from https://preciousadedokun.com.ng/)
10:05:54	28388/28388	---M-Z	200	added ('OK')	text/html	date:Fri,%2007%20Nov%202025%2009:05:52%20GMT	https://preciousadedokun.com.ng/projects/26	C:/My%20Web%20Sites/precious%20websitee/preciousadedokun.com.ng/projects/26.html	(from https://preciousadedokun.com.ng/)
