date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
07:55:11	113/113	---MCZ	200	added ('OK')	text/plain	etag:%22249-1752027065;gz%22	https://www.henpresscare.com/robots.txt		(from )
07:55:11	140423/140423	---MCZ	200	added ('OK')	text/html	etag:%22269-1752043707;gz%22	https://www.henpresscare.com/	C:/My%20Web%20Sites/HenPressCare/www.henpresscare.com/index.html	(from )
07:55:13	2017/2017	---M-Z	200	added ('OK')	application/rss+xml	etag:%229c16d12575480dfc89d693dfaf079b61%22	https://www.henpresscare.com/feed/	C:/My%20Web%20Sites/HenPressCare/www.henpresscare.com/feed/index.html	(from https://www.henpresscare.com/)
07:55:13	89348/89348	---MCZ	200	added ('OK')	application/json	date:Wed,%2009%20Jul%202025%2006:55:12%20GMT	https://www.henpresscare.com/wp-json/wp/v2/pages/9	C:/My%20Web%20Sites/HenPressCare/www.henpresscare.com/wp-json/wp/v2/pages/9.json	(from https://www.henpresscare.com/)
07:55:14	1424912/1424912	---MCZ	200	added ('OK')	text/css	date:Wed,%2009%20Jul%202025%2006:48:27%20GMT	https://www.henpresscare.com/wp-content/litespeed/css/8ae97d82300249d11ce6bc06525999ef.css?ver=f3d29	C:/My%20Web%20Sites/HenPressCare/www.henpresscare.com/wp-content/litespeed/css/8ae97d82300249d11ce6bc06525999efde55.css	(from https://www.henpresscare.com/)
07:55:14	766/766	---M-Z	200	added ('OK')	application/rss+xml	etag:%229c16d12575480dfc89d693dfaf079b61%22	https://www.henpresscare.com/comments/feed/	C:/My%20Web%20Sites/HenPressCare/www.henpresscare.com/comments/feed/index.html	(from https://www.henpresscare.com/)
07:55:14	787/787	---M--	403	error ('Forbidden')	text/html	date:Wed,%2009%20Jul%202025%2006:55:13%20GMT	https://www.henpresscare.com/xmlrpc.php?rsd	C:/My%20Web%20Sites/HenPressCare/www.henpresscare.com/xmlrpc0db0.php	(from https://www.henpresscare.com/)
07:55:14	328746/328746	---MCZ	200	added ('OK')	application/json	etag:%22271-1752044113;gz%22	https://www.henpresscare.com/wp-json/	C:/My%20Web%20Sites/HenPressCare/www.henpresscare.com/wp-json/index.html	(from https://www.henpresscare.com/)
07:55:14	2101/2101	---M-Z	200	added ('OK')	application/json	etag:%22272-1752044114;gz%22	https://www.henpresscare.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fwww.henpresscare.com%2F	C:/My%20Web%20Sites/HenPressCare/www.henpresscare.com/wp-json/oembed/1.0/embed2077.json	(from https://www.henpresscare.com/)
07:55:14	2260/2260	---M-Z	200	added ('OK')	text/xml	etag:%22273-1752044114;gz%22	https://www.henpresscare.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fwww.henpresscare.com%2F&format=xml	C:/My%20Web%20Sites/HenPressCare/www.henpresscare.com/wp-json/oembed/1.0/embedaf6d	(from https://www.henpresscare.com/)
